No,Time,Interval(mi),Indoor Humidity(%),Indoor Temperature(°C),Outdoor Humidity(%),Outdoor Temperature(°C),Absolute Pressure(hPa),Wind(m/s),Gust(m/s),Direction,Relative Pressure(hPa),Dewpoint(°C),Windchill(°C),Hour Rainfall(mm),24 hour Rainfall(mm),Week Rainfall(mm),Month Rainfall(mm),Total Rainfall(mm),Wind Level(bft),Gust Level(bft)
372,05-01-2009 07:29,30,50,14,77,1.5,1018.1,2,4.1,NE,998.3,-2.1,0,0,0,0,2.1,2.1,2,3
373,05-01-2009 07:59,30,50,14.2,78,1,1018.6,0.3,1.4,N,998.8,-2.4,1,0,0,0,2.1,2.1,1,1
374,05-01-2009 08:29,30,50,14.6,75,1.1,1019,1,2,NE,999.2,-2.8,1.1,0,0,0,2.1,2.1,1,2
375,05-01-2009 08:59,30,50,14.9,74,0.9,1019.5,0.3,0.7,W,999.7,-3.2,0.9,0,0,0,2.1,2.1,1,1
376,05-01-2009 09:29,30,49,15.1,73,1.4,1019.9,0.7,1,SW,1000.1,-2.9,1.4,0,0,0,2.1,2.1,1,1
377,05-01-2009 09:59,30,49,15.3,66,3,1020.4,0,0,NW,1000.6,-2.7,3,0,0,0,2.1,2.1,0,0
378,05-01-2009 10:29,30,49,15.7,62,4.4,1020.7,1.7,2.4,NE,1000.9,-2.2,4.4,0,0,0,2.1,2.1,2,2
379,05-01-2009 10:59,30,49,15.8,57,7.2,1020.7,0.3,0.7,NE,1000.9,-0.7,7.2,0,0,0,2.1,2.1,1,1
380,05-01-2009 11:29,30,49,15.8,55,6.5,1020.9,0.3,0.7,NE,1001.1,-1.9,6.5,0,0,0,2.1,2.1,1,1
381,05-01-2009 11:59,30,49,15.7,59,5.4,1021.1,1.4,2.4,NE,1001.3,-2,5.4,0,0,0,2.1,2.1,1,2
382,05-01-2009 12:29,30,49,15.6,60,4.7,1021,1.4,2.4,NE,1001.2,-2.4,4.7,0,0,0,2.1,2.1,1,2
383,05-01-2009 12:59,30,50,15.8,60,3.5,1021.1,3.1,4.4,NE,1001.3,-3.5,-0.7,0,0,0,2.1,2.1,2,3
384,05-01-2009 13:29,30,50,16,62,4,1021.2,2.4,3.4,NE,1001.4,-2.6,1.5,0,0,0,2.1,2.1,2,3
385,05-01-2009 13:59,30,50,16.1,62,3.5,1021.3,1.7,2.4,NE,1001.5,-3.1,3.5,0,0,0,2.1,2.1,2,2
386,05-01-2009 14:29,30,50,16.1,60,4.1,1021.4,1.4,2.4,NE,1001.6,-3,4.1,0,0,0,2.1,2.1,1,2
387,05-01-2009 14:59,30,51,16.5,61,3.7,1021.6,0.7,1.4,E,1001.8,-3.1,3.7,0,0,0,2.1,2.1,1,1
388,05-01-2009 15:29,30,51,16.8,61,2.2,1021.7,2.4,3.4,NE,1001.9,-4.5,-0.5,0,0,0,2.1,2.1,2,3
389,05-01-2009 15:59,30,50,16.9,65,1.3,1022,0,0,NE,1002.2,-4.6,1.3,0,0,0,2.1,2.1,0,0
390,05-01-2009 16:29,30,50,16.9,70,0,1022.2,0,0.3,N,1002.4,-4.8,0,0,0,0,2.1,2.1,0,1
391,05-01-2009 16:59,30,51,16.8,72,-0.9,1022.4,0,0.3,N,1002.6,-5.3,-0.9,0,0,0,2.1,2.1,0,1
392,05-01-2009 17:36,30,51,17.2,72,-0.6,1022.7,0,0.7,N,1002.9,-5,-0.6,0,0,0,2.1,2.1,0,1
393,05-01-2009 18:09,30,50,18,74,-1.5,1022.7,0,0.3,E,1002.9,-5.5,-1.5,0,0,0,2.1,2.1,0,1
394,05-01-2009 18:39,30,50,18.6,74,-1.9,1023,0,0.7,N,1003.2,-5.9,-1.9,0,0,0,2.1,2.1,0,1
395,05-01-2009 19:09,30,49,18.8,75,-2.3,1023.2,0,0.7,N,1003.4,-6.1,-2.3,0,0,0,2.1,2.1,0,1
396,05-01-2009 19:39,30,48,18.3,78,-3,1023.4,0,0,NE,1003.6,-6.3,-3,0,0,0,2.1,2.1,0,0
397,05-01-2009 20:09,30,49,17.8,79,-3.2,1023.6,0,0.3,N,1003.8,-6.3,-3.2,0,0,0,2.1,2.1,0,1
398,05-01-2009 20:39,30,49,17.3,81,-3.3,1023.8,0,0.7,N,1004,-6.1,-3.3,0,0,0,2.1,2.1,0,1
399,05-01-2009 21:09,30,49,16.9,81,-3.9,1023.9,0,0,N,1004.1,-6.7,-3.9,0,0,0,2.1,2.1,0,0
400,05-01-2009 21:39,30,49,16.7,80,-3.8,1023.9,0,0.3,SW,1004.1,-6.7,-3.8,0,0,0,2.1,2.1,0,1
401,05-01-2009 22:09,30,49,16.5,82,-4.1,1024.1,0,0.3,N,1004.3,-6.7,-4.1,0,0,0,2.1,2.1,0,1
402,05-01-2009 22:39,30,49,16.4,80,-4.3,1024.3,0,0,NE,1004.5,-7.2,-4.3,0,0,0,2.1,2.1,0,0
403,05-01-2009 23:09,30,49,16.3,81,-4.5,1024.3,0,0.3,SW,1004.5,-7.3,-4.5,0,0,0,2.1,2.1,0,1
404,05-01-2009 23:39,30,49,16.1,82,-5,1024.3,0,0.3,W,1004.5,-7.6,-5,0,0,0,2.1,2.1,0,1
405,06-01-2009 00:09,30,49,15.9,82,-5.6,1024.3,0,0,N,1004.5,-8.2,-5.6,0,0,0,2.1,2.1,0,0
406,06-01-2009 00:39,30,49,15.7,83,-5.2,1024.2,0,0,NW,1004.4,-7.6,-5.2,0,0,0,2.1,2.1,0,0
407,06-01-2009 01:09,30,49,15.5,83,-5.9,1024.2,0,0,N,1004.4,-8.3,-5.9,0,0,0,2.1,2.1,0,0
408,06-01-2009 01:39,30,49,15.3,84,-5.9,1024.2,0,0,N,1004.4,-8.2,-5.9,0,0,0,2.1,2.1,0,0
409,06-01-2009 02:09,30,49,15.1,85,-6.4,1024.2,0,0,NW,1004.4,-8.5,-6.4,0,0,0,2.1,2.1,0,0
410,06-01-2009 02:39,30,49,14.9,83,-6.6,1024.2,0,0.3,N,1004.4,-9,-6.6,0,0,0,2.1,2.1,0,1
411,06-01-2009 03:09,30,48,14.7,85,-6.7,1024.1,0,0,N,1004.3,-8.8,-6.7,0,0,0,2.1,2.1,0,0
412,06-01-2009 03:39,30,48,14.5,85,-6.3,1024,0,0.3,SW,1004.2,-8.4,-6.3,0,0,0,2.1,2.1,0,1
413,06-01-2009 04:09,30,48,14.3,84,-6.6,1023.9,0,0,N,1004.1,-8.9,-6.6,0,0,0,2.1,2.1,0,0
414,06-01-2009 04:39,30,48,14.2,85,-7.4,1024,0,0,N,1004.2,-9.5,-7.4,0,0,0,2.1,2.1,0,0
415,06-01-2009 05:09,30,48,14,85,-7.2,1024.1,0,0,N,1004.3,-9.3,-7.2,0,0,0,2.1,2.1,0,0
416,06-01-2009 05:39,30,48,13.8,85,-7.4,1024,0,0,NE,1004.2,-9.5,-7.4,0,0,0,2.1,2.1,0,0
417,06-01-2009 06:09,30,48,13.7,84,-7.1,1023.6,0,0,NWW,1003.8,-9.4,-7.1,0,0,0,2.1,2.1,0,0
418,06-01-2009 06:39,30,48,13.5,84,-7.1,1023.5,0,0,NW,1003.7,-9.4,-7.1,0,0,0,2.1,2.1,0,0
419,06-01-2009 07:09,30,48,13.4,84,-7.2,1023.7,0,0,NW,1003.9,-9.5,-7.2,0,0,0,2.1,2.1,0,0
420,06-01-2009 07:39,30,48,13.3,85,-7.8,1023.5,0,0,N,1003.7,-9.9,-7.8,0,0,0,2.1,2.1,0,0
421,06-01-2009 08:09,30,49,13.5,85,-8.2,1023.3,0,0,N,1003.5,-10.3,-8.2,0,0,0,2.1,2.1,0,0
422,06-01-2009 08:39,30,49,13.9,86,-8.2,1023.2,0,0.3,N,1003.4,-10.1,-8.2,0,0,0,2.1,2.1,0,1
423,06-01-2009 09:09,30,48,14.2,86,-7.5,1023.2,0,0.3,N,1003.4,-9.4,-7.5,0,0,0,2.1,2.1,0,1
424,06-01-2009 09:39,30,48,14.6,78,-3.9,1023.3,0,0.7,NE,1003.5,-7.2,-3.9,0,0,0,2.1,2.1,0,1
425,06-01-2009 10:09,30,49,15.2,73,-4,1023.2,0.3,0.7,NE,1003.4,-8.1,-4,0,0,0,2.1,2.1,1,1
426,06-01-2009 10:39,30,49,15.7,73,-2.6,1023.2,0,0,SE,1003.4,-6.8,-2.6,0,0,0,2.1,2.1,0,0
427,06-01-2009 11:09,30,48,16.2,65,0,1023,0,0,E,1003.2,-5.8,0,0,0,0,2.1,2.1,0,0
428,06-01-2009 11:39,30,48,16.3,64,-0.1,1022.2,0,0,NE,1002.4,-6.1,-0.1,0,0,0,2.1,2.1,0,0
429,06-01-2009 12:09,30,47,16.4,59,1.5,1022,0,0.3,NNE,1002.2,-5.6,1.5,0,0,0,2.1,2.1,0,1
430,06-01-2009 12:39,30,48,16.5,56,2.9,1021.7,0,0.3,SE,1001.9,-5,2.9,0,0,0,2.1,2.1,0,1
431,06-01-2009 13:09,30,48,16.6,61,0.8,1021.3,0,0.3,SSE,1001.5,-5.9,0.8,0,0,0,2.1,2.1,0,1
432,06-01-2009 13:39,30,48,16.6,62,-0.1,1020.9,0,0.7,SE,1001.1,-6.5,-0.1,0,0,0,2.1,2.1,0,1
433,06-01-2009 14:09,30,47,16.5,64,-0.4,1020.7,0,0.3,E,1000.9,-6.4,-0.4,0,0,0,2.1,2.1,0,1
434,06-01-2009 14:39,30,48,16.5,64,0.3,1020.6,0,0.7,SE,1000.8,-5.7,0.3,0,0,0,2.1,2.1,0,1
435,06-01-2009 15:09,30,49,16.6,69,-0.6,1020.4,0,0,SE,1000.6,-5.6,-0.6,0,0,0,2.1,2.1,0,0
436,06-01-2009 15:39,30,48,16.6,72,-0.8,1019.9,0,0.3,SE,1000.1,-5.2,-0.8,0,0,0,2.1,2.1,0,1
437,06-01-2009 16:09,30,47,16.4,73,-0.9,1019.7,0,0,SW,999.9,-5.1,-0.9,0,0,0,2.1,2.1,0,0
438,06-01-2009 16:39,30,49,16.5,76,-1.2,1019.6,0,0,N,999.8,-4.9,-1.2,0,0,0,2.1,2.1,0,0
439,06-01-2009 17:09,30,49,16.8,75,-1.3,1019.5,0,0,NE,999.7,-5.2,-1.3,0,0,0,2.1,2.1,0,0
440,06-01-2009 17:39,30,49,17.2,76,-1.3,1019,0,0,S,999.2,-5,-1.3,0,0,0,2.1,2.1,0,0
441,06-01-2009 18:09,30,49,17.5,76,-1.1,1019.1,0,0,N,999.3,-4.8,-1.1,0,0,0,2.1,2.1,0,0
442,06-01-2009 18:39,30,48,17.3,78,-1.2,1018.8,0.3,0.7,NE,999,-4.5,-1.2,0,0,0,2.1,2.1,1,1
443,06-01-2009 19:09,30,48,16.9,77,-1.1,1019,0,0,NNE,999.2,-4.6,-1.1,0,0,0,2.1,2.1,0,0
444,06-01-2009 19:39,30,48,16.6,77,-0.9,1018.8,0,0,N,999,-4.4,-0.9,0,0,0,2.1,2.1,0,0
445,06-01-2009 20:09,30,49,16.4,77,-0.8,1018.8,0,0,N,999,-4.3,-0.8,0,0,0,2.1,2.1,0,0
446,06-01-2009 20:39,30,49,16.3,78,-0.9,1018.7,0,0,N,998.9,-4.3,-0.9,0,0,0,2.1,2.1,0,0
447,06-01-2009 21:09,30,49,16.2,78,-0.9,1018.6,0,0,NW,998.8,-4.3,-0.9,0,0,0,2.1,2.1,0,0
448,06-01-2009 21:39,30,49,16.1,79,-1.1,1018.5,0,0,NE,998.7,-4.3,-1.1,0,0,0,2.1,2.1,0,0
449,06-01-2009 22:09,30,49,16.1,80,-0.8,1018.5,0.3,0.7,N,998.7,-3.8,-0.8,0,0,0,2.1,2.1,1,1
450,06-01-2009 22:39,30,48,16.1,79,-0.5,1018.4,0,0,N,998.6,-3.7,-0.5,0,0,0,2.1,2.1,0,0
451,06-01-2009 23:09,30,48,16.1,80,-0.6,1018.6,0,0.7,NE,998.8,-3.6,-0.6,0,0,0,2.1,2.1,0,1
452,06-01-2009 23:39,30,48,15.9,82,-0.7,1018.5,0,0.7,N,998.7,-3.4,-0.7,0,0,0,2.1,2.1,0,1
453,07-01-2009 00:09,30,48,15.8,83,-0.6,1018.5,0,0,N,998.7,-3.1,-0.6,0,0,0,2.1,2.1,0,0
454,07-01-2009 00:39,30,48,15.6,85,-0.6,1018.4,0,0,N,998.6,-2.8,-0.6,0,0,0,2.1,2.1,0,0
455,07-01-2009 01:09,30,48,15.4,85,-0.6,1018.5,0,0,NE,998.7,-2.8,-0.6,0,0,0,2.1,2.1,0,0
456,07-01-2009 01:39,30,48,15.2,86,-0.6,1018.4,0,0,NE,998.6,-2.7,-0.6,0,0,0,2.1,2.1,0,0
457,07-01-2009 02:09,30,48,15,87,-0.6,1018.3,0,0.3,N,998.5,-2.5,-0.6,0,0,0,2.1,2.1,0,1
458,07-01-2009 02:39,30,48,14.9,87,-0.5,1018.5,0,0,N,998.7,-2.4,-0.5,0,0,0,2.1,2.1,0,0
459,07-01-2009 03:09,30,48,14.7,87,-0.5,1018.4,0,0,N,998.6,-2.4,-0.5,0,0,0,2.1,2.1,0,0
460,07-01-2009 03:39,30,48,14.5,88,-0.4,1018.3,0,0,E,998.5,-2.1,-0.4,0,0,0,2.1,2.1,0,0
461,07-01-2009 04:09,30,48,14.4,88,-0.4,1018.1,0,0,N,998.3,-2.1,-0.4,0,0,0,2.1,2.1,0,0
462,07-01-2009 04:39,30,48,14.2,88,-0.2,1018.2,0,0,N,998.4,-1.9,-0.2,0,0,0,2.1,2.1,0,0
463,07-01-2009 05:09,30,48,14.1,88,-0.2,1018,0,0,NE,998.2,-1.9,-0.2,0,0,0,2.1,2.1,0,0
464,07-01-2009 05:39,30,48,14,88,-0.2,1017.8,0,0,N,998,-1.9,-0.2,0,0,0,2.1,2.1,0,0
465,07-01-2009 06:09,30,48,13.8,88,-0.1,1017.9,0,0,N,998.1,-1.8,-0.1,0,0,0,2.1,2.1,0,0
466,07-01-2009 06:39,30,48,13.7,88,-0.1,1017.6,0,0,N,997.8,-1.8,-0.1,0,0,0,2.1,2.1,0,0
467,07-01-2009 07:09,30,48,13.6,88,-0.1,1017.7,0,0,NE,997.9,-1.8,-0.1,0,0,0,2.1,2.1,0,0
468,07-01-2009 07:39,30,48,13.6,88,0.1,1017.9,0,0,N,998.1,-1.7,0.1,0,0,0,2.1,2.1,0,0
469,07-01-2009 08:09,30,48,13.9,89,0.1,1018.1,0,0,N,998.3,-1.5,0.1,0,0,0,2.1,2.1,0,0
470,07-01-2009 08:39,30,48,14.3,89,0.2,1018.3,0,0,N,998.5,-1.4,0.2,0,0,0,2.1,2.1,0,0
471,07-01-2009 09:09,30,48,14.7,89,0.4,1018.4,0,0,N,998.6,-1.2,0.4,0,0,0,2.1,2.1,0,0
472,07-01-2009 09:39,30,48,14.8,89,0.5,1018.7,0,0,NE,998.9,-1.1,0.5,0,0,0,2.1,2.1,0,0
473,07-01-2009 10:09,30,48,14.8,89,0.8,1018.8,0,0,N,999,-0.8,0.8,0,0,0,2.1,2.1,0,0
474,07-01-2009 10:39,30,49,15.2,88,0.9,1019.1,0,0,NE,999.3,-0.9,0.9,0,0,0,2.1,2.1,0,0
475,07-01-2009 11:09,30,48,15.3,88,1.3,1019,0,0.3,N,999.2,-0.5,1.3,0,0,0,2.1,2.1,0,1
476,07-01-2009 11:39,30,49,15.5,88,1.5,1018.8,0,0,NE,999,-0.3,1.5,0,0,0,2.1,2.1,0,0
477,07-01-2009 12:09,30,49,15.9,87,2,1018.7,0,0,NE,998.9,0.1,2,0.3,0.3,0.3,2.4,2.4,0,0
478,07-01-2009 12:39,30,48,15.9,86,1.9,1018.6,0,0,N,998.8,-0.2,1.9,0.6,0.6,0.6,2.7,2.7,0,0
479,07-01-2009 13:09,30,48,15.7,86,2.4,1018.6,0,0,N,998.8,0.3,2.4,0.6,0.9,0.9,3,3,0,0
480,07-01-2009 13:39,30,48,15.4,86,2.3,1018.8,0,0,N,999,0.2,2.3,0.6,1.2,1.2,3.3,3.3,0,0
481,07-01-2009 14:09,30,48,15.3,86,2.2,1018.6,0,0.3,N,998.8,0.1,2.2,0.3,1.2,1.2,3.3,3.3,0,1
482,07-01-2009 14:39,30,48,15.3,87,2.3,1018.7,0,0,N,998.9,0.4,2.3,0.3,1.5,1.5,3.6,3.6,0,0
483,07-01-2009 15:09,30,48,15.3,87,2.1,1018.9,0,0,N,999.1,0.2,2.1,0.3,1.5,1.5,3.6,3.6,0,0
484,07-01-2009 15:39,30,48,15.4,88,1.8,1018.7,0,0,N,998.9,0,1.8,0,1.5,1.5,3.6,3.6,0,0
485,07-01-2009 16:09,30,49,15.6,88,1.7,1018.9,0,0,SW,999.1,-0.1,1.7,0,1.5,1.5,3.6,3.6,0,0
486,07-01-2009 16:39,30,49,16.1,88,1.6,1019.1,0,0,W,999.3,-0.2,1.6,0,1.5,1.5,3.6,3.6,0,0
487,07-01-2009 17:09,30,49,16.4,89,1.4,1019.4,0,0,NE,999.6,-0.2,1.4,0,1.5,1.5,3.6,3.6,0,0
488,07-01-2009 17:39,30,49,16.6,89,1.6,1019.4,0,0,SW,999.6,0,1.6,0,1.5,1.5,3.6,3.6,0,0
489,07-01-2009 18:09,30,50,16.8,89,1.5,1019.5,0,0.3,NE,999.7,-0.1,1.5,0,1.5,1.5,3.6,3.6,0,1
490,07-01-2009 18:39,30,49,16.8,89,1.4,1019.5,0,0.3,N,999.7,-0.2,1.4,0,1.5,1.5,3.6,3.6,0,1
491,07-01-2009 19:09,30,49,16.5,90,1.5,1019.8,0,0,N,1000,0,1.5,0,1.5,1.5,3.6,3.6,0,0
492,07-01-2009 19:39,30,49,16.3,90,1.4,1019.8,0,0,N,1000,-0.1,1.4,0,1.5,1.5,3.6,3.6,0,0
493,07-01-2009 20:09,30,49,16.2,90,1.7,1020.1,0,0,N,1000.3,0.2,1.7,0,1.5,1.5,3.6,3.6,0,0
494,07-01-2009 20:39,30,49,16.1,90,1.6,1019.9,0,0,N,1000.1,0.1,1.6,0,1.5,1.5,3.6,3.6,0,0
495,07-01-2009 21:09,30,49,16.1,90,1.6,1019.9,0,0,NE,1000.1,0.1,1.6,0,1.5,1.5,3.6,3.6,0,0
496,07-01-2009 21:39,30,49,16.1,90,1.5,1020,0,0,NE,1000.2,0,1.5,0,1.5,1.5,3.6,3.6,0,0
497,07-01-2009 22:09,30,49,16.1,90,1.6,1020.1,0,0,N,1000.3,0.1,1.6,0,1.5,1.5,3.6,3.6,0,0
498,07-01-2009 22:39,30,49,16.2,90,1.4,1020.3,0,0,N,1000.5,-0.1,1.4,0,1.5,1.5,3.6,3.6,0,0
499,07-01-2009 23:09,30,49,16.2,91,1.5,1020.6,0,0,N,1000.8,0.2,1.5,0,1.5,1.5,3.6,3.6,0,0
500,07-01-2009 23:39,30,49,16.2,90,1.7,1020.8,0,0,N,1001,0.2,1.7,0.3,1.8,1.8,3.9,3.9,0,0
501,08-01-2009 00:09,30,49,16,91,1.6,1020.8,0,0,N,1001,0.3,1.6,0.3,1.8,1.8,3.9,3.9,0,0
502,08-01-2009 00:39,30,49,15.9,91,1.6,1020.8,0,0,N,1001,0.3,1.6,0,1.8,1.8,3.9,3.9,0,0
503,08-01-2009 01:09,30,49,15.7,91,1.6,1020.8,0,0,N,1001,0.3,1.6,0,1.8,1.8,3.9,3.9,0,0
504,08-01-2009 01:39,30,49,15.5,91,1.7,1020.9,0,0,NE,1001.1,0.4,1.7,0,1.8,1.8,3.9,3.9,0,0
505,08-01-2009 02:09,30,49,15.3,91,1.7,1021,0,0,N,1001.2,0.4,1.7,0,1.8,1.8,3.9,3.9,0,0
506,08-01-2009 02:39,30,49,15.2,91,1.7,1021,0,0,N,1001.2,0.4,1.7,0,1.8,1.8,3.9,3.9,0,0
507,08-01-2009 03:09,30,49,15,91,1.7,1021,0,0,SW,1001.2,0.4,1.7,0,1.8,1.8,3.9,3.9,0,0
508,08-01-2009 03:39,30,49,14.9,91,1.6,1021.1,0,0,NE,1001.3,0.3,1.6,0,1.8,1.8,3.9,3.9,0,0
509,08-01-2009 04:09,30,49,14.7,91,1.7,1021,0,0,NW,1001.2,0.4,1.7,0,1.8,1.8,3.9,3.9,0,0
510,08-01-2009 04:39,30,49,14.6,91,1.7,1020.9,0,0,NW,1001.1,0.4,1.7,0,1.8,1.8,3.9,3.9,0,0
511,08-01-2009 05:09,30,49,14.5,91,1.7,1020.7,0.7,1,NE,1000.9,0.4,1.7,0,1.8,1.8,3.9,3.9,1,1
512,08-01-2009 05:39,30,49,14.3,91,1.6,1020.9,0,0,NW,1001.1,0.3,1.6,0.3,2.1,2.1,4.2,4.2,0,0
513,08-01-2009 06:09,30,49,14.2,91,1.7,1021,0,0,W,1001.2,0.4,1.7,0.3,2.1,2.1,4.2,4.2,0,0
514,08-01-2009 06:39,30,49,14.1,91,1.7,1020.9,0,0,N,1001.1,0.4,1.7,0,2.1,2.1,4.2,4.2,0,0
515,08-01-2009 07:09,30,49,14,91,1.7,1020.8,0,0,SW,1001,0.4,1.7,0,2.1,2.1,4.2,4.2,0,0
516,08-01-2009 07:39,30,49,14,91,1.8,1021.1,0,0.3,SW,1001.3,0.5,1.8,0,2.1,2.1,4.2,4.2,0,1
517,08-01-2009 08:09,30,49,14.3,91,1.7,1021.2,0,0,SW,1001.4,0.4,1.7,0,2.1,2.1,4.2,4.2,0,0
518,08-01-2009 08:39,30,49,14.7,91,1.7,1021.3,0,0,S,1001.5,0.4,1.7,0,2.1,2.1,4.2,4.2,0,0
519,08-01-2009 09:09,30,49,15.1,91,2,1021.6,0,0,S,1001.8,0.7,2,0,2.1,2.1,4.2,4.2,0,0
520,08-01-2009 09:39,30,49,15.3,91,1.9,1021.8,0,0,SW,1002,0.6,1.9,0,2.1,2.1,4.2,4.2,0,0
521,08-01-2009 10:09,30,50,15.4,91,2.7,1021.8,0.3,0.7,SSW,1002,1.4,2.7,0,2.1,2.1,4.2,4.2,1,1
522,08-01-2009 10:39,30,51,15.7,91,3,1022,0,0,S,1002.2,1.7,3,0,2.1,2.1,4.2,4.2,0,0
523,08-01-2009 11:09,30,50,15.9,91,3,1021.9,0,0.7,S,1002.1,1.7,3,0,2.1,2.1,4.2,4.2,0,1
524,08-01-2009 11:39,30,49,16.2,91,3.4,1021.6,0,0.3,SE,1001.8,2.1,3.4,0,2.1,2.1,4.2,4.2,0,1
525,08-01-2009 12:09,30,49,16.4,91,3.5,1021.4,0,0,S,1001.6,2.2,3.5,0,1.8,2.1,4.2,4.2,0,0
526,08-01-2009 12:39,30,49,16.6,91,3.6,1021,0,0.3,S,1001.2,2.3,3.6,0,1.5,2.1,4.2,4.2,0,1
527,08-01-2009 13:09,30,49,17,91,3.6,1020.7,0,0,S,1000.9,2.3,3.6,0,1.2,2.1,4.2,4.2,0,0
528,08-01-2009 13:39,30,49,17.2,91,3.8,1020.4,0.7,2,S,1000.6,2.5,3.8,0,0.9,2.1,4.2,4.2,1,2
529,08-01-2009 14:09,30,48,17.1,91,3.9,1020.4,0.3,1,S,1000.6,2.6,3.9,0,0.9,2.1,4.2,4.2,1,1
530,08-01-2009 14:39,30,49,17.2,90,4,1020.2,0,0.3,S,1000.4,2.5,4,0,0.6,2.1,4.2,4.2,0,1
531,08-01-2009 15:09,30,49,17.8,89,4,1020.2,0.7,1.7,S,1000.4,2.4,4,0,0.6,2.1,4.2,4.2,1,2
532,08-01-2009 15:39,30,51,18.3,89,4.1,1020.2,0.3,0.7,SW,1000.4,2.5,4.1,0,0.6,2.1,4.2,4.2,1,1
533,08-01-2009 16:09,30,50,18.7,89,3.3,1020.1,0,0.3,S,1000.3,1.7,3.3,0,0.6,2.1,4.2,4.2,0,1
534,08-01-2009 16:39,30,49,18.8,89,2.8,1020.3,0.3,0.7,SW,1000.5,1.2,2.8,0,0.6,2.1,4.2,4.2,1,1
535,08-01-2009 17:09,30,49,18.9,89,1.8,1020.4,0,0,SW,1000.6,0.2,1.8,0,0.6,2.1,4.2,4.2,0,0
536,08-01-2009 17:39,30,49,19.1,90,1.9,1020.4,0,0,SW,1000.6,0.4,1.9,0,0.6,2.1,4.2,4.2,0,0
537,08-01-2009 18:09,30,47,19.4,90,2.2,1020.6,0,0.3,S,1000.8,0.7,2.2,0,0.6,2.1,4.2,4.2,0,1
538,08-01-2009 18:39,30,47,19.7,90,2.3,1020.6,0.3,0.7,S,1000.8,0.8,2.3,0,0.6,2.1,4.2,4.2,1,1
539,08-01-2009 19:09,30,46,19.6,90,2.5,1020.6,0,0.3,SW,1000.8,1,2.5,0,0.6,2.1,4.2,4.2,0,1
540,08-01-2009 19:39,30,46,19.2,90,2.2,1020.7,0,0,S,1000.9,0.7,2.2,0,0.6,2.1,4.2,4.2,0,0
541,08-01-2009 20:09,30,47,19,91,2.3,1020.5,0,0.3,S,1000.7,1,2.3,0,0.6,2.1,4.2,4.2,0,1
542,08-01-2009 20:39,30,48,19,91,2.3,1020.6,0,0.3,S,1000.8,1,2.3,0,0.6,2.1,4.2,4.2,0,1
543,08-01-2009 21:09,30,48,19,91,2.1,1020.6,0,0,S,1000.8,0.8,2.1,0,0.6,2.1,4.2,4.2,0,0
544,08-01-2009 21:39,30,48,19.1,91,2,1020.5,0,0,S,1000.7,0.7,2,0,0.6,2.1,4.2,4.2,0,0
545,08-01-2009 22:09,30,48,19.1,90,2,1020.5,0,0,NW,1000.7,0.5,2,0,0.6,2.1,4.2,4.2,0,0
546,08-01-2009 22:39,30,48,19.2,91,2.1,1020.5,0,0.3,SW,1000.7,0.8,2.1,0,0.6,2.1,4.2,4.2,0,1
547,08-01-2009 23:09,30,48,19.2,91,2,1020.6,0,0.3,NW,1000.8,0.7,2,0,0.6,2.1,4.2,4.2,0,1
548,08-01-2009 23:39,30,47,19.1,91,2,1020.5,0,0.3,N,1000.7,0.7,2,0,0.3,2.1,4.2,4.2,0,1
549,09-01-2009 00:09,30,47,18.8,91,2,1020.5,0,0,W,1000.7,0.7,2,0,0.3,2.1,4.2,4.2,0,0
550,09-01-2009 00:39,30,47,18.5,91,2.1,1020.2,0,0,NW,1000.4,0.8,2.1,0,0.3,2.1,4.2,4.2,0,0
551,09-01-2009 01:09,30,47,18.2,91,2.2,1020.4,0,0,N,1000.6,0.9,2.2,0,0.3,2.1,4.2,4.2,0,0
552,09-01-2009 01:39,30,47,17.9,91,2.2,1020.4,0,0,SW,1000.6,0.9,2.2,0,0.3,2.1,4.2,4.2,0,0
553,09-01-2009 02:09,30,47,17.6,91,2.2,1020.3,0,0.3,SW,1000.5,0.9,2.2,0,0.3,2.1,4.2,4.2,0,1
554,09-01-2009 02:39,30,47,17.4,91,2,1020.3,0,0,N,1000.5,0.7,2,0,0.3,2.1,4.2,4.2,0,0
555,09-01-2009 03:09,30,48,17.2,91,2,1020.5,0,0,W,1000.7,0.7,2,0,0.3,2.1,4.2,4.2,0,0
556,09-01-2009 03:39,30,48,17,91,1.8,1020.4,0,0,NE,1000.6,0.5,1.8,0,0.3,2.1,4.2,4.2,0,0
557,09-01-2009 04:09,30,48,16.8,91,2,1020.4,0,0.3,SW,1000.6,0.7,2,0,0.3,2.1,4.2,4.2,0,1
558,09-01-2009 04:39,30,48,16.6,91,2,1020.3,0,0,NE,1000.5,0.7,2,0,0.3,2.1,4.2,4.2,0,0
559,09-01-2009 05:09,30,48,16.4,91,1.9,1020.5,0,0,NW,1000.7,0.6,1.9,0,0.3,2.1,4.2,4.2,0,0
560,09-01-2009 05:39,30,48,16.2,91,1.8,1020.3,0,0,NW,1000.5,0.5,1.8,0,0,2.1,4.2,4.2,0,0
561,09-01-2009 06:09,30,48,16,91,1.9,1020.5,0,0,SW,1000.7,0.6,1.9,0,0,2.1,4.2,4.2,0,0
562,09-01-2009 06:39,30,48,15.9,91,1.9,1020.6,0,0.3,N,1000.8,0.6,1.9,0,0,2.1,4.2,4.2,0,1
